,Country,X1970,X1971,X1972,X1973,X1974,X1975,X1976,X1977,X1978,X1979,X1980,X1981,X1982,X1983,X1984,X1985,X1986,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016
88,Honduras,2716659 ,2798125 ,2882113 ,2968994 ,3059254 ,3153261 ,3251158 ,3352835 ,3458104 ,3566665 ,3678286 ,3792938 ,3910657 ,4031349 ,4154887 ,4281189 ,4410158 ,4541804 ,4676361 ,4814137 ,4955328 ,5099951 ,5247836 ,5398805 ,5552625 ,5709051 ,5867849 ,6028882 ,6192026 ,6357221 ,6524283 ,6693061 ,6863157 ,7033821 ,7204153 ,7373430 ,7541406 ,7707972 ,7872658 ,8035021 ,8194778 ,8351600 ,8505646 ,8657785 ,8809216 ,8960829 ,9112867 
89,Hungary,10366340 ,10398442 ,10426426 ,10454060 ,10486634 ,10527270 ,10578457 ,10637073 ,10693829 ,10735989 ,10754766 ,10746963 ,10716324 ,10669693 ,10617232 ,10566817 ,10519786 ,10475042 ,10435047 ,10402126 ,10377651 ,10363564 ,10359143 ,10359589 ,10358122 ,10349838 ,10332989 ,10309022 ,10280145 ,10249959 ,10221051 ,10194005 ,10167872 ,10141956 ,10115081 ,10086465 ,10055897 ,10023887 ,9991201 ,9958942 ,9927840 ,9898204 ,9869684 ,9841697 ,9813335 ,9783925 ,9753281 
90,Iceland,204426 ,207088 ,209929 ,212814 ,215563 ,218070 ,220291 ,222266 ,224150 ,226103 ,228262 ,230664 ,233269 ,236019 ,238808 ,241582 ,244331 ,247056 ,249756 ,252413 ,255043 ,257624 ,260151 ,262656 ,265138 ,267629 ,270150 ,272709 ,275296 ,277870 ,280435 ,282907 ,285329 ,287952 ,291104 ,294979 ,299728 ,305200 ,310884 ,316086 ,320328 ,323418 ,325526 ,327029 ,328459 ,330243 ,332474 
91,India,553578513 ,566224812 ,579411513 ,593058926 ,607050255 ,621301720 ,635771734 ,650485030 ,665502284 ,680915804 ,696783517 ,713118032 ,729868013 ,746949067 ,764245202 ,781666671 ,799181436 ,816792741 ,834489322 ,852270034 ,870133480 ,888054875 ,906021106 ,924057817 ,942204249 ,960482795 ,978893217 ,997405318 ,1015974042 ,1034539214 ,1053050912 ,1071477855 ,1089807112 ,1108027848 ,1126135777 ,1144118674 ,1161977719 ,1179681239 ,1197146906 ,1214270132 ,1230980691 ,1247236029 ,1263065852 ,1278562207 ,1293859294 ,1309053980 ,1324171354 
92,Indonesia,115439905 ,118542943 ,121698012 ,124896735 ,128129454 ,131389099 ,134665637 ,137958214 ,141279713 ,144649390 ,148077928 ,151569845 ,155110695 ,158668991 ,162202271 ,165679141 ,169086209 ,172428439 ,175715390 ,178964667 ,182188754 ,185392990 ,188571521 ,191713134 ,194801956 ,197829296 ,200790747 ,203698459 ,206580738 ,208612556 ,211540429 ,214506502 ,217508059 ,220545214 ,223614649 ,226712730 ,229838202 ,232989141 ,236159276 ,239340478 ,242524123 ,245707511 ,248883232 ,252032263 ,255131116 ,258162113 ,261115456 
93,Iran,28514010 ,29281268 ,30074298 ,30904271 ,31785500 ,32730554 ,33737768 ,34810723 ,35972652 ,37252659 ,38668220 ,40217629 ,41883332 ,43645092 ,45474708 ,47342702 ,49256842 ,51197482 ,53075618 ,54777114 ,56226185 ,57375584 ,58260738 ,58991218 ,59725125 ,60575644 ,61583089 ,62710557 ,63900630 ,65062660 ,66131854 ,67096414 ,67983330 ,68812713 ,69617100 ,70421811 ,71227880 ,72031103 ,72845542 ,73687565 ,74567511 ,75491582 ,76453574 ,77435384 ,78411092 ,79360487 ,80277428 
94,Iraq,9917983 ,10255903 ,10599845 ,10951166 ,11312305 ,11684589 ,12068168 ,12460914 ,12859094 ,13257799 ,13653356 ,14046540 ,14438309 ,14825789 ,15205501 ,15576395 ,15936375 ,16290149 ,16651807 ,17040190 ,17469005 ,17942715 ,18458187 ,19011917 ,19597239 ,20208387 ,20845893 ,21509291 ,22190250 ,22878156 ,23565413 ,24251649 ,24939299 ,25627626 ,26316609 ,27008426 ,27697912 ,28390433 ,29111417 ,29894652 ,30762701 ,31727053 ,32776571 ,33883145 ,35006080 ,36115649 ,37202572 
95,Ireland,2949998 ,2986783 ,3030395 ,3079295 ,3131175 ,3184126 ,3237594 ,3291170 ,3343147 ,3391580 ,3434953 ,3472888 ,3505360 ,3531776 ,3551654 ,3564959 ,3571346 ,3571760 ,3569112 ,3567289 ,3569257 ,3576375 ,3588594 ,3605665 ,3626799 ,3651545 ,3679849 ,3712464 ,3750570 ,3795699 ,3848776 ,3909293 ,3976288 ,4049547 ,4128749 ,4212977 ,4303370 ,4398073 ,4489589 ,4568064 ,4626928 ,4662579 ,4678117 ,4681967 ,4686347 ,4700107 ,4726078 
96,Israel,2849622 ,2936668 ,3033922 ,3137033 ,3239563 ,3336760 ,3427664 ,3513529 ,3594488 ,3671282 ,3744667 ,3815232 ,3883467 ,3950123 ,4016130 ,4082787 ,4148946 ,4216179 ,4291576 ,4384355 ,4500475 ,4643198 ,4808858 ,4987730 ,5166072 ,5333719 ,5488077 ,5631544 ,5765210 ,5891770 ,6013741 ,6129530 ,6239285 ,6349519 ,6468827 ,6602970 ,6755211 ,6922685 ,7097410 ,7267895 ,7425959 ,7568774 ,7699105 ,7821105 ,7941329 ,8064547 ,8191828 
97,Italy,53578683 ,53949930 ,54321016 ,54682627 ,55022218 ,55330694 ,55604287 ,55845068 ,56057025 ,56246800 ,56419278 ,56576504 ,56717076 ,56838675 ,56937695 ,57012352 ,57061781 ,57089451 ,57103128 ,57113159 ,57127120 ,57152516 ,57188887 ,57226647 ,57251367 ,57255193 ,57229670 ,57184901 ,57153554 ,57179989 ,57293721 ,57506367 ,57801763 ,58147037 ,58494704 ,58808483 ,59079869 ,59313511 ,59502385 ,59641853 ,59729807 ,59759929 ,59733834 ,59668000 ,59585668 ,59504212 ,59429938 
98,Jamaica,1875381 ,1904016 ,1934828 ,1966700 ,1998034 ,2027737 ,2055085 ,2080538 ,2105664 ,2132690 ,2163045 ,2197583 ,2235327 ,2273666 ,2308947 ,2338638 ,2361720 ,2379279 ,2393534 ,2407720 ,2424242 ,2443689 ,2465362 ,2488782 ,2513049 ,2537440 ,2561993 ,2586827 ,2611367 ,2634882 ,2656864 ,2677011 ,2695446 ,2712511 ,2728777 ,2744673 ,2760279 ,2775467 ,2790122 ,2804082 ,2817210 ,2829493 ,2840992 ,2851807 ,2862087 ,2871934 ,2881355 
99,Japan,104925645 ,106425269 ,107977039 ,109532878 ,111030141 ,112423055 ,113690108 ,114839120 ,115890284 ,116878026 ,117827355 ,118743180 ,119615624 ,120438087 ,121199799 ,121894038 ,122519652 ,123083205 ,123594968 ,124068903 ,124515561 ,124940015 ,125341476 ,125717524 ,126063174 ,126375466 ,126654021 ,126902628 ,127127265 ,127335858 ,127533934 ,127723513 ,127902617 ,128067794 ,128213632 ,128335767 ,128432994 ,128505251 ,128550508 ,128566659 ,128551873 ,128505399 ,128426384 ,128312920 ,128162873 ,127974958 ,127748513 
100,Jordan,1718913 ,1806605 ,1881214 ,1945626 ,2004833 ,2062918 ,2120069 ,2176135 ,2234594 ,2299655 ,2374422 ,2461193 ,2559718 ,2667470 ,2780428 ,2895985 ,3011300 ,3127917 ,3252672 ,3395023 ,3560582 ,3753433 ,3968198 ,4189431 ,4395953 ,4572904 ,4716373 ,4832267 ,4927912 ,5014899 ,5103130 ,5193482 ,5287488 ,5396774 ,5535595 ,5714111 ,5934232 ,6193191 ,6489822 ,6821116 ,7182390 ,7574943 ,7992573 ,8413464 ,8809306 ,9159302 ,9455802 
101,Kazakhstan,13109996 ,13324670 ,13538749 ,13748319 ,13946819 ,14130071 ,14296769 ,14450533 ,14597846 ,14747561 ,14905889 ,15072355 ,15244045 ,15421226 ,15603720 ,15789437 ,15980988 ,16173101 ,16346206 ,16474563 ,16540258 ,16540017 ,16481113 ,16370000 ,16217491 ,16034956 ,15820631 ,15581752 ,15349899 ,15165574 ,15057363 ,15039971 ,15105645 ,15232325 ,15385916 ,15541457 ,15690861 ,15841355 ,16001176 ,16184163 ,16398976 ,16647380 ,16921179 ,17207257 ,17487779 ,17749648 ,17987736 
102,Kenya,11252492 ,11657514 ,12083188 ,12529852 ,12997595 ,13486629 ,13996704 ,14528293 ,15082994 ,15662852 ,16268990 ,16901677 ,17559430 ,18239404 ,18937738 ,19651225 ,20378626 ,21119318 ,21871442 ,22633022 ,23402507 ,24179598 ,24963953 ,25754114 ,26548486 ,27346456 ,28147734 ,28954114 ,29769803 ,30600397 ,31450483 ,32321482 ,33214009 ,34130852 ,35074931 ,36048288 ,37052050 ,38085909 ,39148416 ,40237204 ,41350152 ,42486839 ,43646629 ,44826849 ,46024250 ,47236259 ,48461567 
103,Kiribati,51178 ,52025 ,52824 ,53604 ,54380 ,55169 ,55977 ,56810 ,57662 ,58506 ,59339 ,60133 ,60920 ,61768 ,62765 ,64003 ,65518 ,67261 ,69098 ,70860 ,72412 ,73700 ,74769 ,75719 ,76671 ,77730 ,78907 ,80184 ,81550 ,82966 ,84406 ,85858 ,87343 ,88895 ,90542 ,92325 ,94260 ,96311 ,98440 ,100568 ,102652 ,104656 ,106613 ,108535 ,110458 ,112407 ,114395 
104,Kosovo,,,,,,,,,,,,,,,,,,,,,1619733 ,2007985 ,2098895 ,2183510 ,2241070 ,2255882 ,2229773 ,2176470 ,2101903 ,2038913 ,1971269 ,1909985 ,1852674 ,1822278 ,1795186 ,1774217 ,1761720 ,1753635 ,1749330 ,1743949 ,1738280 ,1757227 ,1755487 ,1753663 ,1752925 ,1755897 ,1761761 
105,Kuwait,746767 ,801142 ,854604 ,908520 ,964834 ,1024940 ,1089209 ,1157033 ,1227601 ,1299683 ,1372318 ,1442991 ,1511314 ,1580638 ,1655833 ,1738994 ,1836105 ,1942810 ,2038885 ,2096932 ,2099615 ,2035661 ,1916877 ,1777137 ,1663932 ,1610651 ,1631740 ,1715314 ,1836353 ,1957066 ,2050741 ,2109355 ,2143833 ,2169118 ,2207939 ,2276623 ,2377258 ,2503410 ,2652340 ,2818939 ,2998083 ,3191051 ,3395556 ,3598385 ,3782450 ,3935794 ,4052584 
106,Kyrgyzstan,2969864 ,3039767 ,3105535 ,3168293 ,3229688 ,3291077 ,3352618 ,3414320 ,3477229 ,3542522 ,3610981 ,3682672 ,3757184 ,3834168 ,3913058 ,3993106 ,4075187 ,4158607 ,4239295 ,4311868 ,4372890 ,4419631 ,4454189 ,4483840 ,4518801 ,4566087 ,4629398 ,4705638 ,4786773 ,4861129 ,4920718 ,4962590 ,4990687 ,5012269 ,5037929 ,5075380 ,5126730 ,5189720 ,5262294 ,5340781 ,5422337 ,5506601 ,5594108 ,5683808 ,5774566 ,5865401 ,5955734 
107,Laos,2688428 ,2762265 ,2840841 ,2919287 ,2990965 ,3051577 ,3098973 ,3135842 ,3168843 ,3207328 ,3258144 ,3323377 ,3401242 ,3489977 ,3586381 ,3687898 ,3794043 ,3905163 ,4020295 ,4138408 ,4258472 ,4380073 ,4502363 ,4623280 ,4740380 ,4851923 ,4957180 ,5056519 ,5150763 ,5241284 ,5329304 ,5414568 ,5497273 ,5579656 ,5664605 ,5754026 ,5849356 ,5949787 ,6052190 ,6152036 ,6246274 ,6333487 ,6415169 ,6494557 ,6576397 ,6663967 ,6758353 
108,Latvia,2378017 ,2398376 ,2418267 ,2437177 ,2454393 ,2469436 ,2482181 ,2492978 ,2502513 ,2511735 ,2521385 ,2531013 ,2540442 ,2550927 ,2564107 ,2580751 ,2602151 ,2626899 ,2649821 ,2663924 ,2664432 ,2649152 ,2620246 ,2582650 ,2543622 ,2508473 ,2478825 ,2453302 ,2430547 ,2408090 ,2384163 ,2358677 ,2332492 ,2305775 ,2278855 ,2251983 ,2225223 ,2198518 ,2171881 ,2145309 ,2118848 ,2092493 ,2066374 ,2040784 ,2016125 ,1992663 ,1970530 
109,Lebanon,2297389 ,2353555 ,2416735 ,2480419 ,2535497 ,2575690 ,2598354 ,2606221 ,2604865 ,2602566 ,2605293 ,2615747 ,2632276 ,2651292 ,2667220 ,2676583 ,2677280 ,2672173 ,2668585 ,2676605 ,2703016 ,2752462 ,2821862 ,2900854 ,2974640 ,3033394 ,3070960 ,3092670 ,3113951 ,3156646 ,3235366 ,3359859 ,3522837 ,3701464 ,3863267 ,3986852 ,4057350 ,4086466 ,4111047 ,4183156 ,4337141 ,4588368 ,4916404 ,5276102 ,5603279 ,5851479 ,6006668 
110,Lesotho,1033050 ,1054453 ,1076340 ,1099235 ,1123855 ,1150635 ,1179723 ,1210799 ,1243352 ,1276663 ,1310118 ,1343690 ,1377346 ,1410439 ,1442212 ,1472192 ,1499861 ,1525460 ,1550262 ,1576022 ,1603938 ,1634517 ,1667121 ,1700362 ,1732257 ,1761359 ,1787273 ,1810453 ,1831298 ,1850527 ,1868699 ,1885955 ,1902312 ,1918097 ,1933728 ,1949543 ,1965662 ,1982287 ,1999930 ,2019209 ,2040551 ,2064166 ,2089928 ,2117361 ,2145785 ,2174645 ,2203821 
111,Liberia,1416529 ,1454198 ,1493711 ,1535229 ,1578952 ,1625013 ,1672300 ,1720489 ,1771256 ,1826881 ,1888314 ,1957456 ,2031850 ,2102911 ,2159089 ,2192555 ,2201833 ,2191023 ,2165090 ,2131525 ,2097232 ,2060267 ,2022729 ,2000248 ,2012885 ,2073482 ,2191179 ,2358469 ,2551062 ,2734518 ,2884522 ,2991132 ,3062863 ,3116233 ,3176414 ,3261230 ,3375838 ,3512932 ,3662993 ,3811528 ,3948125 ,4070167 ,4181563 ,4286291 ,4390737 ,4499621 ,4613823 
112,Libya,2133526 ,2228146 ,2327490 ,2430755 ,2536888 ,2645139 ,2754696 ,2865637 ,2979093 ,3096729 ,3219466 ,3347781 ,3480454 ,3614689 ,3746715 ,3873781 ,3994591 ,4109703 ,4220418 ,4328914 ,4436661 ,4544293 ,4651004 ,4755289 ,4855003 ,4948798 ,5035884 ,5117269 ,5195502 ,5274163 ,5355751 ,5440566 ,5527515 ,5615952 ,5704759 ,5792688 ,5881435 ,5970362 ,6053078 ,6121053 ,6169140 ,6193501 ,6198258 ,6195970 ,6204108 ,6234955 ,6293253 
113,Liechtenstein,21265 ,21726 ,22151 ,22563 ,22981 ,23432 ,23926 ,24440 ,24962 ,25447 ,25866 ,26224 ,26515 ,26765 ,27011 ,27257 ,27524 ,27802 ,28095 ,28407 ,28747 ,29108 ,29497 ,29919 ,30365 ,30833 ,31325 ,31838 ,32355 ,32842 ,33286 ,33671 ,34018 ,34321 ,34596 ,34852 ,35095 ,35322 ,35541 ,35766 ,36003 ,36264 ,36545 ,36834 ,37127 ,37403 ,37666 
114,Lithuania,3136580 ,3170071 ,3203628 ,3236731 ,3268642 ,3298873 ,3327257 ,3354062 ,3379798 ,3405176 ,3430759 ,3456142 ,3481132 ,3506539 ,3533478 ,3562396 ,3594056 ,3627328 ,3658490 ,3682557 ,3696034 ,3697453 ,3688100 ,3670647 ,3649134 ,3626602 ,3603745 ,3579904 ,3555133 ,3529178 ,3501835 ,3473617 ,3444754 ,3414352 ,3381118 ,3344252 ,3303671 ,3260091 ,3214627 ,3168772 ,3123803 ,3079881 ,3037246 ,2997334 ,2961846 ,2931926 ,2908249 
115,Luxembourg,339668 ,342226 ,345103 ,348173 ,351189 ,353983 ,356564 ,358968 ,361073 ,362789 ,364038 ,364781 ,365098 ,365305 ,365795 ,366884 ,368666 ,371078 ,374118 ,377706 ,381791 ,386352 ,391394 ,396810 ,402433 ,408149 ,413999 ,419974 ,425833 ,431262 ,436103 ,440198 ,443726 ,447322 ,451819 ,457842 ,465554 ,474722 ,485105 ,496279 ,507889 ,519941 ,532387 ,544721 ,556316 ,566741 ,575747 
116,Madagascar,6576305 ,6757850 ,6946620 ,7142627 ,7345780 ,7556026 ,7773449 ,7998164 ,8230218 ,8469672 ,8716553 ,8971345 ,9234129 ,9504281 ,9780872 ,10063495 ,10352120 ,10647754 ,10952395 ,11268658 ,11598633 ,11942819 ,12301336 ,12675460 ,13066543 ,13475400 ,13902688 ,14347854 ,14808791 ,15282521 ,15766806 ,16260932 ,16765117 ,17279141 ,17802997 ,18336724 ,18880268 ,19433523 ,19996469 ,20569121 ,21151640 ,21743949 ,22346573 ,22961146 ,23589801 ,24234088 ,24894551 
117,Malawi,4603723 ,4728703 ,4859610 ,4996940 ,5141202 ,5292808 ,5454705 ,5627533 ,5806845 ,5986332 ,6163080 ,6327569 ,6484452 ,6661358 ,6895928 ,7211105 ,7625305 ,8120093 ,8636935 ,9094671 ,9437553 ,9641153 ,9729717 ,9755857 ,9796976 ,9909088 ,10109789 ,10381862 ,10704744 ,11044356 ,11376172 ,11695863 ,12013711 ,12336687 ,12676038 ,13039711 ,13429262 ,13840969 ,14271234 ,14714602 ,15167095 ,15627618 ,16097305 ,16577147 ,17068838 ,17573607 ,18091575 
118,Malaysia,10803978 ,11062338 ,11324251 ,11592698 ,11871233 ,12162369 ,12468893 ,12790546 ,13123069 ,13460201 ,13798125 ,14133840 ,14470633 ,14818617 ,15191625 ,15598942 ,16045047 ,16525108 ,17027588 ,17535971 ,18038321 ,18529454 ,19012724 ,19494967 ,19986894 ,20495597 ,21023321 ,21565325 ,22113464 ,22656286 ,23185608 ,23698907 ,24198811 ,24688703 ,25174109 ,25659393 ,26143566 ,26625845 ,27111069 ,27605383 ,28112289 ,28635128 ,29170456 ,29706724 ,30228017 ,30723155 ,31187265 
119,Maldives,115768 ,119378 ,123441 ,127791 ,132195 ,136519 ,140665 ,144736 ,148892 ,153386 ,158385 ,163935 ,169960 ,176356 ,182953 ,189637 ,196357 ,203124 ,209885 ,216595 ,223215 ,229754 ,236190 ,242459 ,248433 ,254082 ,259327 ,264275 ,269206 ,274484 ,280384 ,287027 ,294341 ,302209 ,310423 ,318836 ,327371 ,336070 ,345054 ,354501 ,364511 ,375131 ,386203 ,397397 ,408247 ,418403 ,427756 
120,Mali,5949045 ,6044530 ,6147458 ,6256187 ,6368348 ,6482278 ,6596773 ,6712401 ,6831295 ,6956579 ,7090126 ,7234303 ,7387656 ,7543743 ,7693667 ,7831889 ,7955164 ,8067758 ,8180728 ,8309531 ,8465188 ,8652514 ,8868263 ,9105472 ,9353385 ,9604450 ,9856810 ,10114094 ,10380835 ,10663723 ,10967690 ,11293258 ,11638929 ,12005128 ,12391906 ,12798763 ,13227064 ,13675606 ,14138216 ,14606597 ,15075085 ,15540989 ,16006670 ,16477818 ,16962846 ,17467905 ,17994837 
121,Malta,320086 ,320078 ,320317 ,320854 ,321683 ,322821 ,324279 ,326079 ,328201 ,330611 ,333274 ,336193 ,339342 ,342628 ,345948 ,349196 ,352336 ,355387 ,358378 ,361381 ,364431 ,367528 ,370642 ,373784 ,377006 ,380305 ,383710 ,387184 ,390605 ,393805 ,396668 ,399155 ,401303 ,403211 ,405007 ,406787 ,408563 ,410324 ,412128 ,414045 ,416110 ,418367 ,420789 ,423246 ,425570 ,427616 ,429362 
122,Marshall Islands,20395 ,21313 ,22341 ,23439 ,24531 ,25576 ,26552 ,27470 ,28405 ,29418 ,30576 ,31893 ,33330 ,34892 ,36561 ,38333 ,40204 ,42153 ,44063 ,45814 ,47298 ,48475 ,49378 ,50048 ,50575 ,51015 ,51401 ,51692 ,51925 ,52079 ,52159 ,52183 ,52158 ,52116 ,52074 ,52055 ,52078 ,52137 ,52218 ,52320 ,52425 ,52542 ,52663 ,52793 ,52898 ,52994 ,53066 
123,Mauritania,1148908 ,1182954 ,1217941 ,1253874 ,1290790 ,1328686 ,1367563 ,1407436 ,1448414 ,1490603 ,1534085 ,1578938 ,1625124 ,1672496 ,1720812 ,1769942 ,1819954 ,1870978 ,1923002 ,1976030 ,2030140 ,2085202 ,2141445 ,2199791 ,2261403 ,2327075 ,2397245 ,2471598 ,2549223 ,2628803 ,2709359 ,2790729 ,2873228 ,2957117 ,3042823 ,3130720 ,3220653 ,3312665 ,3407541 ,3506288 ,3609543 ,3717672 ,3830239 ,3946170 ,4063920 ,4182341 ,4301018 
124,Mauritius,826441 ,839598 ,852400 ,865169 ,878355 ,892211 ,906929 ,922320 ,937821 ,952588 ,966031 ,978069 ,988892 ,998631 ,1007501 ,1015762 ,1023279 ,1030178 ,1037260 ,1045592 ,1055868 ,1068439 ,1082956 ,1098592 ,1114137 ,1128673 ,1141948 ,1154140 ,1165283 ,1175574 ,1185145 ,1193917 ,1201812 ,1208994 ,1215677 ,1222003 ,1228098 ,1233911 ,1239293 ,1244024 ,1247955 ,1251023 ,1253371 ,1255290 ,1257219 ,1259456 ,1262132 
125,Mexico,52029861 ,53718724 ,55478151 ,57280587 ,59088193 ,60872399 ,62623763 ,64345884 ,66039488 ,67709689 ,69360871 ,70992195 ,72602533 ,74196548 ,75780605 ,77360707 ,78934125 ,80503052 ,82083919 ,83697891 ,85357874 ,87071512 ,88828310 ,90600453 ,92349147 ,94045579 ,95687452 ,97281739 ,98821456 ,100300579 ,101719673 ,103067068 ,104355608 ,105640453 ,106995583 ,108472228 ,110092378 ,111836346 ,113661809 ,115505228 ,117318941 ,119090017 ,120828307 ,122535969 ,124221600 ,125890949 ,127540423 
126,Federated States of Micronesia,61431 ,62108 ,62298 ,62290 ,62476 ,63144 ,64386 ,66105 ,68222 ,70550 ,72964 ,75462 ,78059 ,80678 ,83240 ,85686 ,87948 ,90020 ,92021 ,94091 ,96331 ,98799 ,101413 ,103934 ,106057 ,107556 ,108344 ,108502 ,108238 ,107816 ,107432 ,107165 ,106983 ,106816 ,106577 ,106196 ,105684 ,105078 ,104478 ,103960 ,103616 ,103468 ,103503 ,103702 ,104015 ,104433 ,104937 
127,Monaco,23484 ,23720 ,24051 ,24439 ,24835 ,25197 ,25523 ,25809 ,26087 ,26395 ,26745 ,27164 ,27624 ,28095 ,28512 ,28835 ,29041 ,29172 ,29235 ,29312 ,29439 ,29624 ,29863 ,30138 ,30427 ,30691 ,30967 ,31251 ,31523 ,31800 ,32082 ,32360 ,32629 ,32933 ,33314 ,33793 ,34408 ,35111 ,35853 ,36534 ,37094 ,37497 ,37783 ,37971 ,38132 ,38307 ,38499 
128,Mongolia,1278825 ,1317050 ,1356670 ,1397304 ,1438425 ,1479651 ,1520865 ,1562209 ,1603906 ,1646291 ,1689622 ,1733475 ,1777727 ,1823216 ,1871090 ,1921881 ,1976309 ,2033343 ,2089714 ,2141008 ,2184145 ,2217918 ,2243502 ,2263200 ,2280496 ,2298039 ,2316567 ,2335695 ,2355590 ,2376162 ,2397436 ,2419776 ,2443659 ,2469286 ,2496832 ,2526446 ,2558012 ,2591670 ,2628131 ,2668289 ,2712650 ,2761516 ,2814226 ,2869107 ,2923896 ,2976877 ,3027398 
129,Montenegro,519696 ,522786 ,529210 ,537758 ,546574 ,554262 ,560423 ,565507 ,570056 ,574950 ,580754 ,587687 ,595354 ,602967 ,609431 ,614016 ,616357 ,616797 ,616053 ,615203 ,615002 ,615741 ,617172 ,618852 ,620084 ,620414 ,619707 ,618216 ,616340 ,614650 ,613560 ,613175 ,613382 ,614097 ,615145 ,616388 ,617832 ,619484 ,621205 ,622852 ,624285 ,625466 ,626386 ,627094 ,627674 ,628178 ,628615 
130,Montserrat,11625 ,11636 ,11660 ,11687 ,11734 ,11781 ,11827 ,11881 ,11921 ,11944 ,11920 ,11846 ,11749 ,11610 ,11461 ,11324 ,11179 ,11028 ,10888 ,10785 ,10730 ,10766 ,10851 ,10886 ,10717 ,10233 ,9376 ,8216 ,6936 ,5787 ,4955 ,4505 ,4376 ,4471 ,4644 ,4778 ,4846 ,4889 ,4908 ,4923 ,4944 ,4994 ,5031 ,5068 ,5098 ,5124 ,5152 
131,Morocco,16000008 ,16347198 ,16695003 ,17049165 ,17416964 ,17803698 ,18210754 ,18636977 ,19081718 ,19543347 ,20019847 ,20511601 ,21016818 ,21528502 ,22037610 ,22537376 ,23023935 ,23497766 ,23961820 ,24421191 ,24879136 ,25336862 ,25791494 ,26237417 ,26667048 ,27075232 ,27460603 ,27825901 ,28175263 ,28514798 ,28849621 ,29181832 ,29512368 ,29843937 ,30179285 ,30521070 ,30869346 ,31225881 ,31596855 ,31989897 ,32409639 ,32858823 ,33333789 ,33824769 ,34318082 ,34803322 ,35276786 
